,train_loss
963,5.501572132110596
964,5.31227970123291
965,5.008879661560059
966,5.3463640213012695
967,5.0517730712890625
968,5.5646562576293945
969,5.254289627075195
970,5.310974597930908
971,4.997591972351074
972,5.429652690887451
973,5.1995673179626465
974,5.397184371948242
975,5.194159984588623
976,5.163656234741211
977,5.277446269989014
978,5.163245677947998
979,5.183205604553223
980,5.2466349601745605
981,5.420564651489258
982,5.185954570770264
983,5.244640350341797
984,5.057088851928711
985,5.381153106689453
986,5.064179420471191
987,5.092726707458496
988,5.266167163848877
989,5.2663421630859375
990,5.595054626464844
991,5.244083881378174
992,5.330263614654541
993,5.099986553192139
994,5.166328430175781
995,5.065935134887695
996,5.368008136749268
997,5.280303001403809
998,5.194662094116211
999,5.057459354400635
1000,5.192917823791504
1001,5.059493541717529
1002,5.310102939605713
1003,5.210299491882324
1004,5.325265407562256
1005,4.986902236938477
1006,5.00307035446167
1007,5.296257972717285
1008,5.060332298278809
1009,4.950403213500977
1010,5.032794952392578
1011,5.148311138153076
1012,5.374570846557617
1013,5.0996527671813965
1014,4.92042350769043
1015,5.194382190704346
1016,5.1551408767700195
1017,5.09911584854126
1018,5.192251682281494
1019,4.984495162963867
1020,5.317355632781982
1021,4.990958213806152
1022,5.11428689956665
1023,4.798454761505127
1024,4.771631717681885
1025,5.2878570556640625
1026,5.177180767059326
1027,5.037557125091553
1028,5.098676681518555
1029,4.942668914794922
1030,5.0374674797058105
1031,5.342471122741699
1032,5.319967746734619
1033,4.957724571228027
1034,5.039411544799805
1035,5.174890041351318
1036,5.184386253356934
1037,5.0015788078308105
1038,5.039177417755127
1039,5.250384330749512
1040,5.268949508666992
1041,5.306417465209961
1042,5.326427459716797
1043,5.189730644226074
1044,5.193637371063232
1045,4.978903293609619
1046,5.286214828491211
1047,4.949730396270752
1048,5.03208065032959
1049,5.129333019256592
1050,5.246501445770264
1051,5.363323211669922
1052,4.798908233642578
1053,5.236328601837158
1054,5.095219612121582
1055,4.915397644042969
1056,5.260416507720947
1057,5.02412748336792
1058,5.133645534515381
1059,5.18250036239624
1060,5.224892616271973
1061,4.925358772277832
1062,5.024348258972168
1063,5.095541477203369
1064,4.824760437011719
1065,4.750426769256592
1066,5.076872825622559
1067,4.967023849487305
1068,5.006392478942871
1069,4.640158653259277
1070,4.884119510650635
1071,5.354574203491211
1072,4.966663837432861
1073,5.020021438598633
1074,4.841660022735596
1075,4.964060306549072
1076,5.174167156219482
1077,5.0569748878479
1078,4.851778984069824
1079,5.0491766929626465
1080,5.116175651550293
1081,5.074220180511475
1082,5.121781826019287
1083,5.286773204803467
1084,5.427384853363037
1085,4.872190475463867
1086,5.18353271484375
1087,4.858339786529541
1088,4.865659713745117
1089,5.378792762756348
1090,5.24997615814209
1091,4.9080705642700195
1092,4.8329057693481445
1093,4.960875988006592
1094,5.151591777801514
1095,5.125195026397705
1096,4.831966876983643
1097,5.005031585693359
1098,4.983246326446533
1099,4.7628493309021
1100,5.024971008300781
1101,4.731907844543457
1102,5.02340841293335
1103,5.195064067840576
1104,5.175079822540283
1105,4.725009918212891
1106,5.004965305328369
1107,5.087128162384033
1108,5.027644157409668
1109,5.00958251953125
1110,5.154321670532227
1111,5.397416591644287
1112,5.115985870361328
1113,5.130282878875732
1114,5.2687458992004395
1115,4.951403617858887
1116,5.162181854248047
1117,4.718400955200195
1118,4.764906883239746
1119,4.852614402770996
1120,5.066441059112549
1121,5.25719690322876
1122,4.567316055297852
1123,5.028369426727295
1124,4.8945722579956055
1125,5.259311199188232
1126,5.000114440917969
1127,4.925138473510742
1128,4.959054946899414
1129,4.9879913330078125
1130,5.1414618492126465
1131,4.876494407653809
1132,4.9334821701049805
1133,4.949620723724365
1134,5.071315765380859
1135,4.688576698303223
1136,4.8511247634887695
1137,4.927500247955322
1138,4.602963924407959
1139,5.353305339813232
1140,5.176364421844482
1141,5.2038750648498535
1142,5.35759162902832
1143,4.924330711364746
1144,4.948243141174316
1145,4.963277816772461
1146,4.742252349853516
1147,5.06773042678833
1148,5.30973482131958
1149,5.142168045043945
1150,4.814107418060303
1151,4.656084060668945
1152,4.957223415374756
1153,5.0233378410339355
1154,5.107329845428467
1155,5.113646030426025
1156,5.140066146850586
1157,5.09942102432251
1158,4.846704483032227
1159,4.9971699714660645
1160,4.774124622344971
1161,5.002109527587891
1162,5.042965412139893
1163,4.863554000854492
1164,4.847116947174072
1165,5.558588981628418
1166,5.145687103271484
1167,4.843913555145264
1168,4.820178031921387
1169,4.902068614959717
1170,4.804728031158447
1171,4.622832775115967
1172,4.921411991119385
1173,5.078723907470703
1174,5.228023052215576
1175,4.835526466369629
1176,5.182234764099121
1177,4.913678169250488
1178,4.993815898895264
1179,4.777898788452148
1180,5.125339984893799
1181,4.957638263702393
1182,5.06707239151001
1183,4.743277549743652
1184,4.749953269958496
1185,4.840198516845703
1186,4.811055660247803
1187,4.916007995605469
1188,4.835604667663574
1189,5.043040752410889
1190,4.951923847198486
1191,4.969466686248779
1192,4.964493274688721
1193,4.670090198516846
1194,4.909151077270508
1195,5.122353553771973
1196,4.709266662597656
1197,4.909329891204834
1198,4.938469409942627
1199,4.876864433288574
1200,4.7664008140563965
1201,5.092565536499023
1202,5.001126766204834
1203,4.783659934997559
1204,4.963324069976807
1205,4.96628999710083
1206,4.665065288543701
1207,4.649221897125244
1208,4.834935188293457
1209,4.971867561340332
1210,4.927829742431641
1211,5.10489559173584
1212,4.497985363006592
1213,4.953841686248779
1214,4.668419361114502
1215,5.1360273361206055
1216,4.923245429992676
1217,5.008464336395264
1218,4.977736473083496
1219,4.972522735595703
1220,4.7600812911987305
1221,4.805384159088135
1222,4.872129440307617
1223,4.767101764678955
1224,5.153547763824463
1225,4.523646831512451
1226,4.934875965118408
1227,4.931495189666748
1228,4.857736587524414
1229,4.604903221130371
1230,4.917137145996094
1231,4.813991546630859
1232,4.998393535614014
1233,4.506223201751709
1234,4.92599630355835
1235,4.69036865234375
1236,4.895282745361328
1237,4.381985664367676
1238,5.1906538009643555
1239,4.648519515991211
1240,4.832619667053223
1241,5.123554706573486
1242,4.7975664138793945
1243,4.837421417236328
1244,4.53590726852417
1245,4.771930694580078
1246,4.732603073120117
1247,4.96766996383667
1248,4.964877605438232
1249,4.768435478210449
1250,4.841322898864746
1251,4.912397384643555
1252,5.104396343231201
1253,4.924408912658691
1254,4.768469333648682
1255,4.8652753829956055
1256,5.111301422119141
1257,4.986701011657715
1258,4.740550518035889
1259,4.9827189445495605
1260,5.097775459289551
1261,4.91680383682251
1262,5.234305381774902
1263,4.813658714294434
1264,5.144782543182373
1265,4.904765605926514
1266,4.936922550201416
1267,4.95749044418335
1268,4.590497016906738
1269,4.590501308441162
1270,4.558600902557373
1271,4.8152971267700195
1272,4.882802963256836
1273,4.9359307289123535
1274,4.861251354217529
1275,5.036667823791504
1276,4.777602672576904
1277,4.774217128753662
1278,4.8718719482421875
1279,4.912839889526367
1280,4.488162994384766
1281,4.637609004974365
1282,4.696512699127197
1283,4.799134731292725
1284,5.163084983825684
1285,4.700780391693115
1286,4.801432132720947
1287,4.85723352432251
1288,4.844825267791748
1289,4.925102710723877
1290,4.955743789672852
1291,4.794478893280029
1292,4.808694362640381
1293,5.186173439025879
1294,5.097036838531494
1295,4.653846740722656
1296,4.71880578994751
1297,4.677483558654785
1298,4.737244606018066
1299,4.840785026550293
1300,4.508141040802002
1301,5.401143550872803
1302,4.752030372619629
1303,5.251952648162842
1304,4.625282287597656
1305,4.928980350494385
1306,5.078025817871094
1307,4.647322654724121
1308,4.59066104888916
1309,4.209473609924316
1310,4.862144470214844
1311,4.6827392578125
1312,4.820991516113281
1313,4.527243137359619
1314,4.565929412841797
1315,4.949189186096191
1316,4.870258331298828
1317,4.5542216300964355
1318,4.641934871673584
1319,4.86728048324585
1320,4.859882354736328
1321,4.501780986785889
1322,5.192805290222168
1323,4.950159549713135
1324,4.955546855926514
1325,4.765385150909424
1326,4.909331798553467
1327,4.6609320640563965
1328,4.800518035888672
1329,4.397702217102051
1330,4.68129825592041
1331,4.617949485778809
1332,4.46104621887207
1333,4.730621337890625
1334,4.924988746643066
1335,4.563350677490234
1336,4.8683061599731445
1337,4.596803188323975
1338,4.557948589324951
1339,4.63258171081543
1340,4.521903991699219
1341,4.934392929077148
1342,4.631773948669434
1343,4.487053394317627
1344,4.4904255867004395
1345,4.990512847900391
1346,4.6445231437683105
1347,4.591599464416504
1348,4.920426368713379
1349,4.678722381591797
